id,description
C21_G21_CED,"Type of long-term health condition by selected person characteristics data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_LGA,"Type of long-term health condition by selected person characteristics data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_POA,"Type of long-term health condition by selected person characteristics data for Postal Areas (POA), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_RA,"Type of long-term health condition by selected person characteristics data for Remoteness Areas (RA), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_SA2,"Type of long-term health condition by selected person characteristics data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_SAL,"Type of long-term health condition by selected person characteristics data for Suburbs and Localities (SAL), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_SED,"Type of long-term health condition by selected person characteristics data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_SUA,"Type of long-term health condition by selected person characteristics data for Significant Urban Areas (SUA), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G21_UCL,"Type of long-term health condition by selected person characteristics data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of responses and persons.
This table is based on place of usual residence.
Measures the number of people who reported that they have been told by a doctor or nurse that they have any of these long-term health conditions. Includes health conditions that have lasted or are expected to last six months or more, may occur from time to time, are controlled by medication or are in remission.
Respondents had the option to record multiple long-term health conditions therefore the sum of total responses count will not equal the total person count.
Total personal income and Australia Defence Force service is applicable to persons aged 15 years and over.
Core activity need for assistance is a person's need for help or assistance in one or more of the three core activity areas of self-care, mobility and communication, because of a disability, long-term health condition (lasting six months or more) or old age.
Australian Defence Force service includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces. Includes service in the Regular Service and/or Reserves Service.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_CED,"Australian Defence Force service by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_LGA,"Australian Defence Force service by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_POA,"Australian Defence Force service by age by sex data for Postal Areas (POA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_RA,"Australian Defence Force service by age by sex data for Remoteness Areas (RA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_SA2,"Australian Defence Force service by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_SAL,"Australian Defence Force service by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_SED,"Australian Defence Force service by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_SUA,"Australian Defence Force service by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G22_UCL,"Australian Defence Force service by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Includes Royal Australian Navy, Australian Army, Royal Australian Air Force, Second Australian Imperial Force, National Service and NORFORCE. Excludes service for non-Australian Defence forces.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_CED,"Voluntary work for an organisation or group by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_LGA,"Voluntary work for an organisation or group by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_POA,"Voluntary work for an organisation or group by age by sex data for Postal Areas (POA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_RA,"Voluntary work for an organisation or group by age by sex data for Remoteness Areas (RA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_SA2,"Voluntary work for an organisation or group by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_SAL,"Voluntary work for an organisation or group by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_SED,"Voluntary work for an organisation or group by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_SUA,"Voluntary work for an organisation or group by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G23_UCL,"Voluntary work for an organisation or group by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_CED,"Unpaid domestic work: number of hours by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_LGA,"Unpaid domestic work: number of hours by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_POA,"Unpaid domestic work: number of hours by age by sex data for Postal Areas (POA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_RA,"Unpaid domestic work: number of hours by age by sex data for Remoteness Areas (RA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_SA2,"Unpaid domestic work: number of hours by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_SAL,"Unpaid domestic work: number of hours by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_SED,"Unpaid domestic work: number of hours by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_SUA,"Unpaid domestic work: number of hours by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G24_UCL,"Unpaid domestic work: number of hours by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_CED,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_LGA,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_POA,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Postal Areas (POA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_RA,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Remoteness Areas (RA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_SA2,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_SAL,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_SED,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_SUA,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G25_UCL,"Unpaid assistance to a person with a disability, health condition or due to old age by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_CED,"Unpaid child care by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_LGA,"Unpaid child care by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_POA,"Unpaid child care by age by sex data for Postal Areas (POA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_RA,"Unpaid child care by age by sex data for Remoteness Areas (RA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_SA2,"Unpaid child care by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_SAL,"Unpaid child care by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_SED,"Unpaid child care by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_SUA,"Unpaid child care by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G26_UCL,"Unpaid child care by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of persons aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_CED,"Relationship in household by age by sex data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_LGA,"Relationship in household by age by sex data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_POA,"Relationship in household by age by sex data for Postal Areas (POA), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_RA,"Relationship in household by age by sex data for Remoteness Areas (RA), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_SA2,"Relationship in household by age by sex data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_SAL,"Relationship in household by age by sex data for Suburbs and Localities (SAL), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_SED,"Relationship in household by age by sex data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_SUA,"Relationship in household by age by sex data for Significant Urban Areas (SUA), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G27_UCL,"Relationship in household by age by sex data for Urban Centres, Localities and Section of State (UCL/SOS/SOSR), 2021 Census, Count of persons in occupied private dwellings.
This table is based on place of usual residence.
Excludes persons in 'Visitors only' and 'Other non-classifiable' households.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_CED,"Number of children ever born data for Commonwealth Electoral Divisions (CED 2021 boundaries), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_LGA,"Number of children ever born data for Local Government Area 2021 (LGA 2021 boundaries), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_POA,"Number of children ever born data for Postal Areas (POA), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_RA,"Number of children ever born data for Remoteness Areas (RA), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_SA2,"Number of children ever born data for Main Statistical Areas Level 2 and up (SA2+), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_SAL,"Number of children ever born data for Suburbs and Localities (SAL), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_SED,"Number of children ever born data for State Electoral Divisions (SED 2021 boundaries), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
C21_G28_SUA,"Number of children ever born data for Significant Urban Areas (SUA), 2021 Census, Count of females aged 15 years and over.
This table is based on place of usual residence.
Please note that there are small random adjustments made to all cell values to protect the confidentiality of data. These adjustments may cause the sum of rows or columns to differ by small amounts from table totals."
